seq,timestamp,data_source,flight_state,imu_accel_x,imu_accel_y,imu_accel_z,gyro_x,gyro_y,gyro_z,barometric_pressure,altitude,vertical_velocity,temperature,latitude,longitude,gps_altitude,gps_fix,gps_satellites,battery_voltage,separation_detected,quality_flags,crc16
170,3.400000,SYNTHETIC,PRELAUNCH,0.022,0.095,9.826,-0.004,0.059,0.071,101325.5,-0.01,-0.06,,,,,,,,0,0,85E5
171,3.420000,SYNTHETIC,PRELAUNCH,0.028,-0.080,9.729,-0.022,-0.092,-0.105,101324.8,0.05,-0.06,,,,,,,,0,0,161E
172,3.440000,SYNTHETIC,PRELAUNCH,-0.107,0.053,9.713,-0.011,0.061,0.043,101325.5,-0.01,-0.06,,,,,,,,0,0,73BB
173,3.460000,SYNTHETIC,PRELAUNCH,0.021,-0.029,9.757,-0.051,0.068,-0.083,101326.1,-0.06,-0.06,,,,,,,,0,0,B6F0
174,3.480000,SYNTHETIC,PRELAUNCH,0.043,0.010,9.742,0.243,0.016,0.069,101331.8,-0.53,-0.07,,,,,,,,0,0,AB25
175,3.500000,SYNTHETIC,PRELAUNCH,0.001,-0.030,9.718,0.059,0.032,-0.078,101324.7,0.06,-0.07,,,,,,,,0,0,0EF5
176,3.520000,SYNTHETIC,PRELAUNCH,-0.001,0.009,9.753,0.046,-0.079,0.042,101326.8,-0.11,-0.07,,,,,,,,0,0,5240
177,3.540000,SYNTHETIC,PRELAUNCH,-0.064,0.011,9.878,-0.024,-0.040,0.001,101323.4,0.17,-0.06,,,,,,,,0,0,BFE0
178,3.560000,SYNTHETIC,PRELAUNCH,-0.087,-0.016,9.783,-0.085,-0.028,0.160,101326.0,-0.04,-0.06,,,,,,,,0,0,F4F4
179,3.580000,SYNTHETIC,PRELAUNCH,0.048,-0.004,9.813,0.067,0.078,0.101,101324.0,0.12,-0.05,,,,,,,,0,0,3C26
180,3.600000,SYNTHETIC,PRELAUNCH,-0.073,0.019,9.791,0.049,-0.082,0.016,101331.2,-0.48,-0.07,,,,,,,,0,0,0777
181,3.620000,SYNTHETIC,PRELAUNCH,0.009,-0.031,9.860,0.125,0.037,0.037,101318.6,0.57,-0.04,,,,,,,,0,0,4D1E
182,3.640000,SYNTHETIC,PRELAUNCH,-0.036,0.005,9.887,-0.054,0.129,-0.155,101328.2,-0.22,-0.05,,,,,,,,0,0,2199
183,3.660000,SYNTHETIC,PRELAUNCH,0.128,-0.048,9.848,0.165,-0.008,-0.055,101324.6,0.07,-0.04,,,,,,,,0,0,7557
184,3.680000,SYNTHETIC,PRELAUNCH,-0.003,0.034,9.847,-0.117,-0.164,-0.134,101320.8,0.38,-0.02,,,,,,,,0,0,D91D
185,3.700000,SYNTHETIC,PRELAUNCH,0.081,0.084,9.841,-0.146,0.102,0.095,101328.4,-0.25,-0.03,,,,,,,,0,0,EA1A
186,3.720000,SYNTHETIC,PRELAUNCH,-0.011,-0.016,9.755,-0.125,-0.035,0.067,101325.5,-0.01,-0.03,,,,,,,,0,0,4823
187,3.740000,SYNTHETIC,PRELAUNCH,-0.011,0.007,9.799,-0.023,0.065,-0.127,101318.9,0.54,-0.01,,,,,,,,0,0,4AC3
188,3.760000,SYNTHETIC,PRELAUNCH,0.031,-0.037,9.824,-0.103,-0.049,-0.089,101327.0,-0.14,-0.01,,,,,,,,0,0,1D4A
189,3.780000,SYNTHETIC,PRELAUNCH,0.048,-0.025,9.755,-0.176,0.124,-0.015,101322.7,0.22,0.00,,,,,,,,0,0,76C3
190,3.800000,SYNTHETIC,PRELAUNCH,0.065,0.000,9.825,0.135,-0.010,0.193,101325.8,-0.04,0.00,,,,,,,,0,0,CABE
191,3.820000,SYNTHETIC,PRELAUNCH,-0.043,0.058,9.736,-0.043,0.065,0.157,101321.9,0.28,0.00,,,,,,,,0,0,440F
192,3.840000,SYNTHETIC,PRELAUNCH,-0.014,0.018,9.671,0.103,-0.002,-0.087,101328.9,-0.30,-0.01,,,,,,,,0,0,24E3
193,3.860000,SYNTHETIC,PRELAUNCH,-0.047,-0.074,9.761,-0.031,-0.124,-0.072,101326.6,-0.11,-0.01,,,,,,,,0,0,258C
194,3.880000,SYNTHETIC,PRELAUNCH,-0.016,-0.032,9.839,-0.073,0.094,-0.180,101331.2,-0.48,-0.02,,,,,,,,0,0,1515
195,3.900000,SYNTHETIC,PRELAUNCH,-0.070,0.130,9.798,0.076,-0.110,0.009,101328.0,-0.21,-0.03,,,,,,,,0,0,3252
196,3.920000,SYNTHETIC,PRELAUNCH,0.054,-0.009,9.808,0.024,0.109,0.119,101324.2,0.10,-0.02,,,,,,,,0,0,571E
197,3.940000,SYNTHETIC,PRELAUNCH,-0.035,0.021,9.802,-0.083,-0.023,-0.013,101317.0,0.69,0.00,,,,,,,,0,0,BDF6
198,3.960000,SYNTHETIC,PRELAUNCH,-0.002,-0.067,9.789,0.210,-0.089,-0.008,101327.4,-0.17,0.00,,,,,,,,0,0,CC7A
199,3.980000,SYNTHETIC,PRELAUNCH,-0.016,-0.010,9.720,-0.008,-0.168,0.162,101324.8,0.05,0.00,,,,,,,,0,0,CB7F
200,4.000000,SYNTHETIC,PRELAUNCH,0.064,0.056,9.795,0.054,-0.120,-0.066,101325.7,-0.03,0.00,23.73,-0.0000054,0.0000041,-3.8,3,9,4.099,0,0,37A4
201,4.020000,SYNTHETIC,PRELAUNCH,-0.048,-0.029,9.811,-0.063,-0.080,0.037,101327.0,-0.13,-0.01,,,,,,,,0,0,D340
202,4.040000,SYNTHETIC,PRELAUNCH,0.040,-0.051,9.773,0.095,-0.150,-0.103,101321.3,0.34,0.00,,,,,,,,0,0,337F
203,4.060000,SYNTHETIC,PRELAUNCH,0.003,0.042,9.838,-0.008,-0.096,0.028,101329.2,-0.32,0.00,,,,,,,,0,0,F6F6
204,4.080000,SYNTHETIC,PRELAUNCH,-0.067,-0.009,9.832,0.103,0.076,-0.044,101328.0,-0.21,-0.01,,,,,,,,0,0,F947
205,4.100000,SYNTHETIC,PRELAUNCH,0.078,-0.012,9.691,0.076,0.025,0.054,101328.2,-0.23,-0.02,,,,,,,,0,0,247D
206,4.120000,SYNTHETIC,PRELAUNCH,-0.033,-0.027,9.804,-0.232,-0.046,0.102,101324.7,0.07,-0.01,,,,,,,,0,0,3AFC
207,4.140000,SYNTHETIC,PRELAUNCH,0.011,-0.041,9.899,0.058,-0.012,0.022,101322.9,0.22,0.00,,,,,,,,0,0,2C06
208,4.160000,SYNTHETIC,PRELAUNCH,-0.010,-0.021,9.841,-0.067,0.028,0.003,101321.4,0.34,0.01,,,,,,,,0,0,78D4
209,4.180000,SYNTHETIC,PRELAUNCH,-0.015,-0.059,9.860,0.081,-0.052,-0.041,101323.3,0.18,0.02,,,,,,,,0,0,181A
210,4.200000,SYNTHETIC,PRELAUNCH,-0.035,0.020,9.758,0.039,0.088,0.050,101322.2,0.27,0.02,,,,,,,,0,0,FA6E
211,4.220000,SYNTHETIC,PRELAUNCH,0.028,0.019,9.807,0.051,0.093,0.021,101323.8,0.14,0.03,,,,,,,,0,0,67E3
212,4.240000,SYNTHETIC,PRELAUNCH,0.047,-0.056,9.831,0.111,0.020,0.001,101323.0,0.20,0.04,,,,,,,,0,0,0A6F
213,4.260000,SYNTHETIC,PRELAUNCH,-0.054,0.016,9.778,-0.090,-0.123,-0.106,101322.8,0.22,0.04,,,,,,,,0,0,D6F8
214,4.280000,SYNTHETIC,PRELAUNCH,-0.007,-0.020,9.786,-0.067,0.085,0.083,101324.8,0.05,0.04,,,,,,,,0,0,951A
215,4.300000,SYNTHETIC,PRELAUNCH,-0.025,0.009,9.701,0.155,-0.024,0.036,101325.5,-0.01,0.04,,,,,,,,0,0,0995
216,4.320000,SYNTHETIC,PRELAUNCH,0.009,-0.081,9.773,-0.016,0.058,-0.026,101329.4,-0.33,0.03,,,,,,,,0,0,D78F
217,4.340000,SYNTHETIC,PRELAUNCH,0.049,-0.077,9.815,0.029,0.032,-0.080,101330.1,-0.38,0.01,,,,,,,,0,0,B2A3
218,4.360000,SYNTHETIC,PRELAUNCH,-0.032,0.013,9.825,-0.025,0.028,-0.105,101322.0,0.29,0.02,,,,,,,,0,0,4AD5
219,4.380000,SYNTHETIC,PRELAUNCH,-0.015,-0.023,9.778,0.106,-0.046,0.142,101325.3,0.02,0.02,,,,,,,,0,0,45FC
220,4.400000,SYNTHETIC,PRELAUNCH,-0.032,-0.072,9.775,0.112,-0.078,0.099,101323.9,0.14,0.03,,,,,,,,0,0,B672
221,4.420000,SYNTHETIC,PRELAUNCH,-0.075,0.063,9.857,-0.050,-0.366,-0.012,101324.7,0.07,0.03,,,,,,,,0,0,63FD
222,4.440000,SYNTHETIC,PRELAUNCH,0.040,0.040,9.786,-0.037,0.058,-0.189,101325.7,-0.01,0.03,,,,,,,,0,0,13C9
223,4.460000,SYNTHETIC,PRELAUNCH,-0.062,0.019,9.812,-0.093,-0.061,-0.029,101323.9,0.14,0.03,,,,,,,,0,0,0EA1
224,4.480000,SYNTHETIC,PRELAUNCH,0.052,-0.030,9.809,0.055,0.036,0.007,101325.4,0.01,0.03,,,,,,,,0,0,8CA7
225,4.500000,SYNTHETIC,PRELAUNCH,0.018,0.032,9.837,0.028,0.032,0.020,101329.3,-0.31,0.02,,,,,,,,0,0,4426
226,4.520000,SYNTHETIC,PRELAUNCH,0.006,-0.037,9.761,0.170,0.104,0.012,101322.7,0.24,0.03,,,,,,,,0,0,3DE9
227,4.540000,SYNTHETIC,PRELAUNCH,0.045,0.028,9.909,0.019,0.039,-0.110,101326.4,-0.07,0.03,,,,,,,,0,0,A27A
228,4.560000,SYNTHETIC,PRELAUNCH,0.025,0.115,9.844,-0.012,0.033,0.108,101330.5,-0.41,0.02,,,,,,,,0,0,3BFA
229,4.580000,SYNTHETIC,PRELAUNCH,-0.049,0.103,9.805,0.094,0.032,0.191,101326.7,-0.09,0.01,,,,,,,,0,0,F084
230,4.600000,SYNTHETIC,PRELAUNCH,0.064,-0.037,9.814,0.030,0.115,-0.082,101326.8,-0.10,0.01,,,,,,,,0,0,C567
231,4.620000,SYNTHETIC,PRELAUNCH,-0.020,0.016,9.777,-0.107,-0.011,0.041,101324.7,0.07,0.01,,,,,,,,0,0,14A3
232,4.640000,SYNTHETIC,PRELAUNCH,0.036,0.032,9.845,-0.063,-0.212,0.042,101326.7,-0.09,0.01,,,,,,,,0,0,F8B4
233,4.660000,SYNTHETIC,PRELAUNCH,0.023,0.059,9.821,-0.031,0.085,-0.044,101326.7,-0.09,0.01,,,,,,,,0,0,BAAA
234,4.680000,SYNTHETIC,PRELAUNCH,0.060,0.007,9.755,0.028,0.118,-0.052,101318.5,0.58,0.03,,,,,,,,0,0,7BD5
235,4.700000,SYNTHETIC,PRELAUNCH,-0.007,0.043,9.806,-0.140,-0.040,0.008,101319.1,0.52,0.04,,,,,,,,0,0,92D9
236,4.720000,SYNTHETIC,PRELAUNCH,0.051,-0.021,9.734,-0.047,0.092,-0.044,101328.7,-0.27,0.03,,,,,,,,0,0,C5D0
237,4.740000,SYNTHETIC,PRELAUNCH,-0.024,-0.066,9.844,0.033,0.065,-0.051,101323.3,0.18,0.04,,,,,,,,0,0,ABFF
238,4.760000,SYNTHETIC,PRELAUNCH,0.014,-0.042,9.793,-0.059,-0.034,0.062,101323.7,0.14,0.04,,,,,,,,0,0,9506
239,4.780000,SYNTHETIC,PRELAUNCH,-0.036,-0.002,9.728,-0.088,0.119,0.040,101321.5,0.32,0.05,,,,,,,,0,0,3E68
240,4.800000,SYNTHETIC,PRELAUNCH,-0.046,-0.023,9.708,0.077,0.099,0.134,101332.6,-0.60,0.03,,,,,,,,0,0,17B9
241,4.820000,SYNTHETIC,PRELAUNCH,-0.019,0.038,9.822,0.064,0.053,0.035,101327.1,-0.14,0.02,,,,,,,,0,0,5BB6
242,4.840000,SYNTHETIC,PRELAUNCH,-0.073,-0.088,9.877,-0.032,0.089,0.006,101323.4,0.17,0.03,,,,,,,,0,0,DE66
243,4.860000,SYNTHETIC,PRELAUNCH,-0.046,-0.027,9.803,-0.021,-0.030,0.011,101323.4,0.17,0.03,,,,,,,,0,0,F7E0
244,4.880000,SYNTHETIC,PRELAUNCH,-0.011,0.001,9.838,-0.048,-0.180,0.029,101324.0,0.13,0.04,,,,,,,,0,0,8525
245,4.900000,SYNTHETIC,PRELAUNCH,-0.013,0.043,9.875,0.066,-0.023,-0.125,101326.1,-0.05,0.03,,,,,,,,0,0,978A
246,4.920000,SYNTHETIC,PRELAUNCH,0.066,0.084,9.795,0.111,0.108,-0.077,101321.8,0.31,0.04,,,,,,,,0,0,F8F0
247,4.940000,SYNTHETIC,PRELAUNCH,-0.024,0.014,9.792,-0.012,0.083,-0.031,101325.5,0.00,0.04,,,,,,,,0,0,9FE3
248,4.960000,SYNTHETIC,PRELAUNCH,0.075,-0.045,9.718,0.182,-0.067,0.099,101323.3,0.18,0.04,,,,,,,,0,0,498E
249,4.980000,SYNTHETIC,PRELAUNCH,-0.129,-0.021,9.857,0.119,-0.077,-0.077,101323.7,0.15,0.05,,,,,,,,0,0,42F1
250,5.000000,SYNTHETIC,PRELAUNCH,0.086,-0.006,9.819,0.102,0.114,0.077,101326.0,-0.04,0.05,23.67,-0.0000031,-0.0000121,3.5,3,9,4.094,0,0,C4AC
251,5.020000,SYNTHETIC,PRELAUNCH,-0.126,0.350,55.092,-0.096,0.063,0.030,101326.3,-0.06,0.95,,,,,,,,0,0,8F9F
252,5.040000,SYNTHETIC,PRELAUNCH,-0.169,0.406,55.640,-0.083,-0.143,0.216,101322.6,0.24,1.87,,,,,,,,0,0,3A6A
253,5.060000,SYNTHETIC,PRELAUNCH,0.121,0.081,54.611,0.085,-0.069,-0.149,101326.0,-0.04,2.76,,,,,,,,0,0,3DBF
254,5.080000,SYNTHETIC,ASCENT,-0.021,0.480,55.013,-0.147,0.123,0.169,101321.5,0.32,3.67,,,,,,,,0,0,1745
255,5.100000,SYNTHETIC,ASCENT,-0.171,0.837,55.201,-0.068,-0.004,-0.015,101323.4,0.17,4.57,,,,,,,,0,0,8BB5
256,5.120000,SYNTHETIC,ASCENT,0.538,0.036,54.754,0.073,-0.177,-0.098,101326.8,-0.12,5.46,,,,,,,,0,0,1D8B
257,5.140000,SYNTHETIC,ASCENT,-0.219,-0.039,54.548,-0.117,-0.094,-0.109,101320.1,0.44,6.35,,,,,,,,0,0,E4CB
258,5.160000,SYNTHETIC,ASCENT,0.693,-0.082,55.728,0.039,-0.139,0.023,101320.5,0.41,7.26,,,,,,,,0,0,25A7
259,5.180000,SYNTHETIC,ASCENT,-0.564,-0.625,54.019,-0.111,-0.216,0.032,101318.7,0.56,8.14,,,,,,,,0,0,E836
260,5.200000,SYNTHETIC,ASCENT,-0.419,-0.176,54.949,-0.115,-0.142,-0.088,101315.8,0.80,9.04,,,,,,,,0,0,3F50
261,5.220000,SYNTHETIC,ASCENT,-0.045,-0.388,55.200,-0.094,-0.040,0.156,101310.4,1.25,9.95,,,,,,,,0,0,8803
262,5.240000,SYNTHETIC,ASCENT,0.655,0.847,54.691,-0.015,-0.120,-0.061,101309.4,1.33,10.85,,,,,,,,0,0,6110
263,5.260000,SYNTHETIC,ASCENT,-0.336,0.735,55.113,0.065,-0.072,0.076,101302.2,1.93,11.77,,,,,,,,0,0,AE64
264,5.280000,SYNTHETIC,ASCENT,0.332,0.042,55.844,0.106,0.069,-0.001,101301.2,2.01,12.69,,,,,,,,0,0,5398
265,5.300000,SYNTHETIC,ASCENT,0.060,0.860,54.513,0.060,-0.053,-0.146,101299.8,2.13,13.59,,,,,,,,0,0,B661
266,5.320000,SYNTHETIC,ASCENT,-0.224,-0.224,53.368,-0.060,0.128,0.135,101303.8,1.80,14.44,,,,,,,,0,0,CB0F
267,5.340000,SYNTHETIC,ASCENT,0.835,-0.696,55.230,0.094,-0.126,0.106,101292.5,2.74,15.36,,,,,,,,0,0,0225
268,5.360000,SYNTHETIC,ASCENT,-0.149,0.426,54.821,-0.095,0.135,0.008,101294.0,2.61,16.24,,,,,,,,0,0,9918
269,5.380000,SYNTHETIC,ASCENT,0.251,-0.035,54.190,0.004,0.058,0.033,101287.8,3.13,17.13,,,,,,,,0,0,353E
270,5.400000,SYNTHETIC,ASCENT,-0.597,-0.536,54.231,0.017,-0.131,-0.033,101283.7,3.47,18.01,,,,,,,,0,0,F746
271,5.420000,SYNTHETIC,ASCENT,-0.276,-0.999,54.594,-0.187,-0.074,-0.098,101276.6,4.06,18.91,,,,,,,,0,0,5C82
272,5.440000,SYNTHETIC,ASCENT,0.109,-0.302,54.105,0.004,-0.123,-0.070,101271.5,4.49,19.80,,,,,,,,0,0,ED10
273,5.460000,SYNTHETIC,ASCENT,-0.415,-0.476,54.719,-0.068,0.024,-0.027,101266.0,4.94,20.70,,,,,,,,0,0,7DDC
274,5.480000,SYNTHETIC,ASCENT,-0.311,0.359,54.648,-0.029,-0.020,-0.104,101267.0,4.86,21.59,,,,,,,,0,0,C6D5
275,5.500000,SYNTHETIC,ASCENT,0.385,0.164,54.420,-0.067,0.001,-0.015,101256.5,5.74,22.48,,,,,,,,0,0,00E9
276,5.520000,SYNTHETIC,ASCENT,0.040,-0.119,53.902,-0.006,-0.090,0.042,101251.1,6.19,23.37,,,,,,,,0,0,82D4
277,5.540000,SYNTHETIC,ASCENT,-0.022,0.106,53.833,-0.016,0.115,-0.248,101242.5,6.90,24.26,,,,,,,,0,0,E5E8
278,5.560000,SYNTHETIC,ASCENT,0.207,-0.771,53.936,0.040,-0.005,0.125,101238.5,7.24,25.15,,,,,,,,0,0,804D
279,5.580000,SYNTHETIC,ASCENT,0.520,-0.491,53.727,0.039,-0.054,0.021,101235.2,7.51,26.02,,,,,,,,0,0,722F
280,5.600000,SYNTHETIC,ASCENT,-1.067,0.666,52.824,-0.007,-0.106,-0.184,101227.2,8.18,26.88,,,,,,,,0,0,F9BE
281,5.620000,SYNTHETIC,ASCENT,0.021,0.503,54.177,0.045,-0.027,0.133,101221.3,8.67,27.77,,,,,,,,0,0,5A0F
282,5.640000,SYNTHETIC,ASCENT,0.421,0.008,54.032,0.219,0.025,0.082,101214.8,9.21,28.65,,,,,,,,0,0,A7A4
283,5.660000,SYNTHETIC,ASCENT,-0.919,0.367,54.283,0.088,0.010,-0.039,101209.8,9.63,29.54,,,,,,,,0,0,286D
284,5.680000,SYNTHETIC,ASCENT,-0.699,0.606,53.689,0.070,-0.086,-0.101,101195.0,10.86,30.43,,,,,,,,0,0,9B49
285,5.700000,SYNTHETIC,ASCENT,-0.066,-0.483,53.515,0.049,0.107,-0.134,101193.0,11.03,31.30,,,,,,,,0,0,CFAA
286,5.720000,SYNTHETIC,ASCENT,-0.362,0.248,53.336,0.078,-0.013,0.137,101183.0,11.86,32.18,,,,,,,,0,0,CB10
287,5.740000,SYNTHETIC,ASCENT,-1.062,0.090,53.415,-0.146,0.082,0.165,101171.7,12.80,33.06,,,,,,,,0,0,FC33
288,5.760000,SYNTHETIC,ASCENT,0.150,-0.535,54.309,-0.085,-0.024,-0.083,101166.9,13.20,33.96,,,,,,,,0,0,233D
289,5.780000,SYNTHETIC,ASCENT,-0.193,0.172,52.830,-0.070,0.042,-0.189,101165.9,13.28,34.81,,,,,,,,0,0,48A4
290,5.800000,SYNTHETIC,ASCENT,-0.191,-0.382,53.442,0.052,0.013,0.066,101153.3,14.33,35.68,,,,,,,,0,0,98D0
291,5.820000,SYNTHETIC,ASCENT,0.215,0.696,53.041,0.025,0.152,-0.166,101142.7,15.22,36.54,,,,,,,,0,0,2530
292,5.840000,SYNTHETIC,ASCENT,0.591,0.056,53.349,0.015,-0.106,-0.042,101135.0,15.86,37.41,,,,,,,,0,0,C5F8
293,5.860000,SYNTHETIC,ASCENT,-0.712,-0.946,52.826,0.128,0.058,-0.079,101124.7,16.72,38.28,,,,,,,,0,0,30FE
294,5.880000,SYNTHETIC,ASCENT,-0.256,-0.293,53.501,0.051,0.186,-0.028,101114.3,17.59,39.16,,,,,,,,0,0,2F33
295,5.900000,SYNTHETIC,ASCENT,-0.218,0.537,53.273,0.032,0.118,0.012,101110.9,17.87,40.02,,,,,,,,0,0,0C99
296,5.920000,SYNTHETIC,ASCENT,0.216,0.065,52.096,0.133,0.162,-0.123,101095.2,19.18,40.87,,,,,,,,0,0,28F0
297,5.940000,SYNTHETIC,ASCENT,-0.139,0.318,52.404,-0.130,-0.100,0.000,101086.6,19.90,41.72,,,,,,,,0,0,1B77
298,5.960000,SYNTHETIC,ASCENT,0.856,0.390,52.248,-0.015,-0.052,-0.029,101078.2,20.60,42.57,,,,,,,,0,0,9CE8
299,5.980000,SYNTHETIC,ASCENT,-0.016,0.719,52.562,0.075,0.332,0.144,101066.2,21.60,43.42,,,,,,,,0,0,F1D7
300,6.000000,SYNTHETIC,ASCENT,0.191,-0.299,52.671,0.023,-0.040,0.075,101058.4,22.25,44.28,23.56,,,,,,4.095,0,0,A295
301,6.020000,SYNTHETIC,ASCENT,0.306,0.377,52.158,-0.061,0.166,-0.037,101048.7,23.06,45.12,,,,,,,,0,0,A157
302,6.040000,SYNTHETIC,ASCENT,-0.240,0.162,52.213,0.062,0.106,-0.021,101035.1,24.19,45.96,,,,,,,,0,0,D8FD
303,6.060000,SYNTHETIC,ASCENT,0.198,0.365,52.176,-0.168,0.058,0.324,101022.0,25.29,46.82,,,,,,,,0,0,23AB
304,6.080000,SYNTHETIC,ASCENT,-0.185,0.222,52.189,0.049,0.241,-0.018,101009.8,26.30,47.67,,,,,,,,0,0,FE5E
305,6.100000,SYNTHETIC,ASCENT,-0.021,-0.065,52.669,-0.082,0.133,-0.097,100997.9,27.30,48.53,,,,,,,,0,0,E8D6
306,6.120000,SYNTHETIC,ASCENT,-1.124,0.143,52.481,0.034,-0.048,0.116,100986.0,28.29,49.40,,,,,,,,0,0,3860
307,6.140000,SYNTHETIC,ASCENT,-0.539,-0.736,52.065,0.019,-0.013,-0.020,100976.7,29.07,50.24,,,,,,,,0,0,D2B4
308,6.160000,SYNTHETIC,ASCENT,-0.223,0.024,52.873,0.097,0.190,-0.208,100960.8,30.39,51.11,,,,,,,,0,0,ABAC
309,6.180000,SYNTHETIC,ASCENT,-0.093,-0.251,51.797,-0.012,-0.169,0.194,100955.1,30.87,51.95,,,,,,,,0,0,B5CE
310,6.200000,SYNTHETIC,ASCENT,-0.571,-0.656,51.354,-0.018,0.066,-0.058,100940.7,32.07,52.77,,,,,,,,0,0,1E7D
311,6.220000,SYNTHETIC,ASCENT,0.200,0.155,52.077,-0.096,-0.055,0.116,100925.9,33.31,53.62,,,,,,,,0,0,26D5
312,6.240000,SYNTHETIC,ASCENT,0.872,-0.099,51.654,0.067,-0.130,-0.119,100915.1,34.21,54.46,,,,,,,,0,0,784E
313,6.260000,SYNTHETIC,ASCENT,0.171,0.195,51.639,0.046,0.172,-0.123,100900.2,35.45,55.30,,,,,,,,0,0,EA27
314,6.280000,SYNTHETIC,ASCENT,0.371,-0.321,51.273,0.070,-0.013,0.237,100885.5,36.68,56.13,,,,,,,,0,0,5F40
315,6.300000,SYNTHETIC,ASCENT,-0.005,0.182,51.225,-0.041,-0.024,-0.108,100876.8,37.41,56.95,,,,,,,,0,0,CE44
316,6.320000,SYNTHETIC,ASCENT,-0.216,-0.273,49.851,0.078,-0.008,-0.095,100861.7,38.67,57.75,,,,,,,,0,0,1DE5
317,6.340000,SYNTHETIC,ASCENT,-1.003,-0.727,51.175,-0.052,0.117,-0.036,100846.2,39.96,58.58,,,,,,,,0,0,3E88
318,6.360000,SYNTHETIC,ASCENT,0.378,-0.106,51.324,-0.026,-0.028,-0.050,100833.6,41.02,59.41,,,,,,,,0,0,5E24
319,6.380000,SYNTHETIC,ASCENT,-0.558,0.723,50.243,-0.096,0.018,0.066,100818.1,42.31,60.22,,,,,,,,0,0,EDF5
320,6.400000,SYNTHETIC,ASCENT,0.046,0.520,50.432,0.006,-0.082,-0.132,100805.6,43.36,61.02,,,,,,,,0,0,4166
321,6.420000,SYNTHETIC,ASCENT,0.342,0.170,50.742,0.037,-0.122,0.023,100789.6,44.70,61.84,,,,,,,,0,0,4602
322,6.440000,SYNTHETIC,ASCENT,0.043,-0.438,50.446,-0.114,-0.087,0.216,100777.3,45.72,62.64,,,,,,,,0,0,C556
323,6.460000,SYNTHETIC,ASCENT,0.434,0.737,50.790,0.104,-0.018,0.009,100760.9,47.10,63.46,,,,,,,,0,0,4865
324,6.480000,SYNTHETIC,ASCENT,0.051,0.480,50.111,-0.005,0.069,0.060,100739.8,48.86,64.28,,,,,,,,0,0,5B3E
325,6.500000,SYNTHETIC,ASCENT,0.031,-0.518,49.824,0.129,0.053,0.222,100728.8,49.78,65.08,,,,,,,,0,0,52EE
326,6.520000,SYNTHETIC,ASCENT,-0.004,-0.004,-39.917,-0.074,-0.011,-0.074,100710.8,51.29,64.09,,,,,,,,0,0,0366
327,6.540000,SYNTHETIC,ASCENT,0.013,0.082,-38.678,0.112,0.070,0.115,100697.8,52.37,63.12,,,,,,,,0,0,433C
328,6.560000,SYNTHETIC,ASCENT,0.017,-0.060,-37.471,-0.135,0.032,-0.030,100683.7,53.55,62.17,,,,,,,,0,0,5BFF
329,6.580000,SYNTHETIC,COAST,-0.058,-0.076,-36.411,-0.008,-0.155,0.096,100666.1,55.03,61.25,,,,,,,,0,0,A96C
330,6.600000,SYNTHETIC,COAST,-0.040,-0.029,-35.418,0.013,-0.108,0.015,100652.0,56.21,60.35,,,,,,,,0,0,4E5C
331,6.620000,SYNTHETIC,COAST,-0.029,-0.019,-34.272,0.048,0.118,-0.048,100639.0,57.29,59.47,,,,,,,,0,0,65E9
332,6.640000,SYNTHETIC,COAST,-0.036,0.039,-33.245,0.123,-0.151,0.057,100624.1,58.54,58.61,,,,,,,,0,0,0041
333,6.660000,SYNTHETIC,COAST,-0.048,0.025,-32.266,-0.071,-0.081,0.013,100611.2,59.62,57.77,,,,,,,,0,0,50D6
334,6.680000,SYNTHETIC,COAST,0.019,-0.015,-31.301,0.159,0.030,0.042,100599.5,60.60,56.94,,,,,,,,0,0,31E9
335,6.700000,SYNTHETIC,COAST,-0.014,-0.009,-30.485,0.028,-0.185,0.048,100580.5,62.19,56.14,,,,,,,,0,0,4C49
336,6.720000,SYNTHETIC,COAST,0.049,-0.052,-29.681,-0.127,0.079,-0.084,100570.2,63.05,55.35,,,,,,,,0,0,7194
337,6.740000,SYNTHETIC,COAST,-0.177,-0.038,-28.775,0.072,0.030,0.024,100559.3,63.97,54.57,,,,,,,,0,0,B079
338,6.760000,SYNTHETIC,COAST,0.065,0.027,-27.886,0.006,-0.014,-0.019,100541.6,65.45,53.83,,,,,,,,0,0,BEC1
339,6.780000,SYNTHETIC,COAST,0.017,-0.092,-27.267,0.034,-0.046,-0.130,100534.1,66.08,53.08,,,,,,,,0,0,1DC6
340,6.800000,SYNTHETIC,COAST,-0.014,-0.062,-26.485,0.030,0.108,-0.137,100517.3,67.48,52.36,,,,,,,,0,0,FF9F
341,6.820000,SYNTHETIC,COAST,-0.043,-0.105,-25.712,-0.018,0.042,-0.016,100504.2,68.58,51.65,,,,,,,,0,0,1B4D
342,6.840000,SYNTHETIC,COAST,-0.001,-0.085,-25.094,-0.024,0.032,0.102,100492.7,69.55,50.96,,,,,,,,0,0,F107
343,6.860000,SYNTHETIC,COAST,0.085,0.025,-24.473,0.030,-0.007,0.051,100480.4,70.58,50.28,,,,,,,,0,0,F2C3
344,6.880000,SYNTHETIC,COAST,0.023,-0.040,-23.724,0.108,-0.105,0.030,100469.2,71.52,49.61,,,,,,,,0,0,1D00
345,6.900000,SYNTHETIC,COAST,0.007,-0.068,-23.130,0.016,-0.130,0.096,100457.7,72.48,48.95,,,,,,,,0,0,4D50
